Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,8.12,Number of Combined Oral Pill cycles distributed,TOTAL,922,922,,31,891,887,887,,36,851,831,831,,35,796,1489,1489,,276,1213,903,903,,6,897,992,992,,29,963,968,968,,17,951,932,932,,13,919,996,996,,12,984,959,959,,28,931,914,914,,37,877,902,902,,35,867,11695,11695,,555,11140
,8.13,Number of Condom pieces distributed,TOTAL,1591,1591,,51,1540,1373,1373,,45,1328,1407,1407,,43,1364,3037,3037,,706,2331,1393,1393,,6,1387,1604,1604,,41,1563,1923,1923,,13,1910,1660,1660,,16,1644,1741,1741,,17,1724,1819,1819,,27,1792,2038,2038,,30,2008,1824,1824,,32,1792,21410,21410,,1027,20383
,8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,8,8,,5,3,6,6,,4,2,21,21,,4,17,0,0,,0,0,4,4,,0,4,6,6,,0,6,0,0,,0,0,2,2,,0,2,0,0,,0,0,0,0,,0,0,1,1,,0,1,0,0,,0,0,48,48,,13,35
,8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,10,10,,0,10,12,12,,0,12,0,0,,0,0,31,31,,0,31,39,39,,0,39,16,16,,0,16,5,5,,0,5,13,13,,0,13,5,5,,0,5,4,4,,0,4,16,16,,0,16,8,8,,0,8,159,159,,0,159
,8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,780,780,,51,729,733,733,,0,733,1046,1046,,67,979,872,872,,0,872,727,727,,0,727,1318,1318,,20,1298,1240,1240,,0,1240,1246,1246,,0,1246,1192,1192,,0,1192,1488,1488,,15,1473,1549,1549,,30,1519,1472,1472,,30,1442,13663,13663,,213,13450
,8.17.1,Complications following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.2,Complications following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.3,Failures following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.4,Failures following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.5,Deaths following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.6,Deaths following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,114,114,,34,80,77,77,,0,77,104,104,,0,104,169,169,,0,169,650,650,,0,650,776,776,,15,761,259,259,,0,259,776,776,,0,776,681,681,,0,681,679,679,,0,679,644,644,,0,644,731,731,,0,731,5660,5660,,49,5611
,9.1.2,Child immunisation - BCG,TOTAL,1139,1139,,120,1019,1174,1174,,93,1081,1112,1112,,102,1010,1737,1737,,605,1132,1746,1746,,626,1120,1975,1975,,723,1252,1463,1463,,798,665,1358,1358,,87,1271,1048,1048,,22,1026,1100,1100,,18,1082,869,869,,19,850,946,946,,17,929,15667,15667,,3230,12437
,9.1.3,Child immunisation - DPT1,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,0,1
,9.1.4,Child immunisation - DPT2,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.5,Child immunisation - DPT3,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.6,Child immunisation - Pentavalent 1,TOTAL,1017,1017,,221,796,1010,1010,,220,790,1154,1154,,275,879,1267,1267,,350,917,1047,1047,,244,803,1146,1146,,255,891,1244,1244,,241,1003,1310,1310,,232,1078,1188,1188,,170,1018,1137,1137,,172,965,898,898,,140,758,981,981,,159,822,13399,13399,,2679,10720
,9.1.7,Child immunisation - Pentavalent 2,TOTAL,1097,1097,,255,842,1011,1011,,230,781,1055,1055,,234,821,1207,1207,,307,900,1054,1054,,245,809,1044,1044,,231,813,1107,1107,,235,872,1250,1250,,217,1033,1239,1239,,176,1063,1254,1254,,174,1080,1117,1117,,166,951,1045,1045,,159,886,13480,13480,,2629,10851
,9.1.8,Child immunisation - Pentavalent 3,TOTAL,1241,1241,,270,971,1132,1132,,257,875,1112,1112,,253,859,1094,1094,,248,846,1012,1012,,230,782,1104,1104,,252,852,1029,1029,,216,813,1029,1029,,196,833,1103,1103,,174,929,1173,1173,,165,1008,1196,1196,,154,1042,1211,1211,,196,1015,13436,13436,,2611,10825
,9.1.9,Child immunisation - OPV 0 (Birth Dose),TOTAL,1115,1115,,85,1030,1198,1198,,104,1094,1072,1072,,86,986,1279,1279,,383,896,1730,1730,,624,1106,1952,1952,,716,1236,1395,1395,,750,645,1298,1298,,85,1213,994,994,,15,979,1074,1074,,17,1057,866,866,,17,849,944,944,,17,927,14917,14917,,2899,12018
,9.1.10,Child immunisation - OPV1,TOTAL,997,997,,221,776,1007,1007,,218,789,1158,1158,,275,883,1252,1252,,350,902,1043,1043,,244,799,1142,1142,,253,889,1214,1214,,241,973,1294,1294,,232,1062,1200,1200,,170,1030,1123,1123,,169,954,897,897,,140,757,982,982,,159,823,13309,13309,,2672,10637
,9.1.11,Child immunisation - OPV2,TOTAL,1110,1110,,255,855,1022,1022,,235,787,1065,1065,,234,831,1196,1196,,307,889,1045,1045,,245,800,1032,1032,,232,800,1094,1094,,235,859,1240,1240,,217,1023,1241,1241,,176,1065,1243,1243,,174,1069,1118,1118,,166,952,1030,1030,,159,871,13436,13436,,2635,10801
,9.1.12,Child immunisation - OPV3,TOTAL,1214,1214,,270,944,1078,1078,,242,836,1115,1115,,253,862,1095,1095,,266,829,1012,1012,,230,782,1087,1087,,252,835,1042,1042,,216,826,1016,1016,,196,820,1090,1090,,174,916,1163,1163,,165,998,1195,1195,,155,1040,1228,1228,,196,1032,13335,13335,,2615,10720
,9.1.13,Child immunisation - Hepatitis-B0 (Birth Dose),TOTAL,1047,1047,,66,981,1165,1165,,53,1112,1042,1042,,45,997,1228,1228,,316,912,1747,1747,,585,1162,1874,1874,,653,1221,1340,1340,,687,653,1287,1287,,67,1220,1026,1026,,0,1026,1086,1086,,0,1086,828,828,,0,828,957,957,,0,957,14627,14627,,2472,12155
,9.1.14,Child immunisation - Hepatitis-B1,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.15,Child immunisation - Hepatitis-B2,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.16,Child immunisation - Hepatitis-B3,TOTAL,0,0,,0,0,0,0,,0,0,6,6,,0,6,6,6,,0,6,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,12,12,,0,12
,9.1.17,Child immunisation - Inactivated Polio Vaccine 1 (IPV 1),TOTAL,787,787,,152,635,859,859,,187,672,948,948,,153,795,1296,1296,,387,909,1091,1091,,291,800,1156,1156,,259,897,1176,1176,,253,923,1220,1220,,227,993,1232,1232,,170,1062,1125,1125,,161,964,814,814,,116,698,885,885,,144,741,12589,12589,,2500,10089
,9.1.18,Child immunisation - Inactivated Polio Vaccine 2 (IPV 2),TOTAL,919,919,,173,746,880,880,,225,655,855,855,,151,704,1100,1100,,286,814,1024,1024,,275,749,1032,1032,,236,796,1001,1001,,212,789,935,935,,173,762,1101,1101,,176,925,1092,1092,,153,939,1051,1051,,127,924,1095,1095,,173,922,12085,12085,,2360,9725
,9.1.19,Child immunisation - Rotavirus 1,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.20,Child immunisation - Rotavirus 2,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.21,Child immunisation - Rotavirus 3,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.2.1,Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose,TOTAL,92,92,,0,92,57,57,,34,23,60,60,,0,60,50,50,,0,50,318,318,,150,168,1085,1085,,365,720,105,105,,17,88,120,120,,45,75,87,87,,0,87,104,104,,0,104,491,491,,19,472,825,825,,118,707,3394,3394,,748,2646
,9.2.2,Child immunisation (9-11months) - Measles 1st dose,TOTAL,1069,1069,,220,849,1132,1132,,252,880,1412,1412,,255,1157,1293,1293,,325,968,943,943,,240,703,366,366,,23,343,1002,1002,,188,814,834,834,,150,684,797,797,,114,683,614,614,,158,456,451,451,,132,319,297,297,,42,255,10210,10210,,2099,8111
,9.2.3,Child immunisation (9-11months) - JE 1st dose,TOTAL,1061,1061,,220,841,1055,1055,,223,832,1407,1407,,238,1169,1304,1304,,340,964,995,995,,266,729,728,728,,91,637,1095,1095,,207,888,872,872,,164,708,824,824,,114,710,743,743,,156,587,833,833,,151,682,1063,1063,,160,903,11980,11980,,2330,9650
,9.2.4.a,Children aged between 9 and 11 months fully immunized- Male,TOTAL,597,597,,131,466,720,720,,262,458,721,721,,144,577,692,692,,192,500,523,523,,139,384,435,435,,55,380,556,556,,95,461,448,448,,86,362,444,444,,62,382,369,369,,73,296,451,451,,74,377,555,555,,85,470,6511,6511,,1398,5113
,9.2.4.b,Children aged between 9 and 11 months fully immunized - Female,TOTAL,561,561,,139,422,637,637,,181,456,722,722,,141,581,717,717,,211,506,523,523,,147,376,633,633,,317,316,524,524,,93,431,421,421,,78,343,408,408,,52,356,345,345,,85,260,431,431,,77,354,496,496,,75,421,6418,6418,,1596,4822
,9.3.1,Child immunisation - Measles & Rubella (MR)- 1st Dose,TOTAL,7,7,,0,7,24,24,,8,16,0,0,,0,0,0,0,,0,0,22,22,,22,0,84,84,,20,64,0,0,,0,0,45,45,,45,0,41,41,,0,41,13,13,,0,13,91,91,,0,91,34,34,,0,34,361,361,,95,266
,9.3.2,Child immunisation - Measles-1st dose,TOTAL,298,298,,82,216,181,181,,37,144,227,227,,109,118,242,242,,83,159,154,154,,80,74,60,60,,0,60,89,89,,19,70,161,161,,31,130,104,104,,0,104,112,112,,30,82,131,131,,30,101,66,66,,32,34,1825,1825,,533,1292
,9.3.3,Child immunisation - JE 1st dose,TOTAL,296,296,,82,214,177,177,,33,144,200,200,,75,125,225,225,,66,159,195,195,,106,89,140,140,,46,94,178,178,,19,159,197,197,,45,152,124,124,,0,124,158,158,,30,128,188,188,,30,158,85,85,,32,53,2163,2163,,564,1599
,9.4.1,Child immunisation - Measles & Rubella (MR)- 2nd Dose (16-24 months),TOTAL,52,52,,0,52,28,28,,0,28,28,28,,0,28,33,33,,0,33,132,132,,51,81,385,385,,55,330,126,126,,25,101,90,90,,22,68,103,103,,0,103,117,117,,0,117,428,428,,0,428,769,769,,70,699,2291,2291,,223,2068
,9.4.2,Child immunisation - Measles 2nd dose (More than 16 months),TOTAL,1088,1088,,259,829,1067,1067,,331,736,1164,1164,,224,940,1026,1026,,267,759,655,655,,153,502,279,279,,19,260,751,751,,116,635,740,740,,102,638,877,877,,103,774,600,600,,90,510,454,454,,88,366,252,252,,34,218,8953,8953,,1786,7167
,9.4.3,Child immunisation - DPT 1st Booster,TOTAL,1216,1216,,277,939,1111,1111,,252,859,1325,1325,,266,1059,1120,1120,,267,853,896,896,,200,696,699,699,,91,608,966,966,,151,815,935,935,,165,770,977,977,,103,874,825,825,,106,719,879,879,,118,761,1047,1047,,134,913,11996,11996,,2130,9866
,9.4.4,Child immunisation - OPV Booster,TOTAL,1190,1190,,277,913,1118,1118,,252,866,1321,1321,,266,1055,1063,1063,,215,848,888,888,,200,688,688,688,,91,597,958,958,,151,807,922,922,,165,757,965,965,,103,862,814,814,,106,708,864,864,,118,746,1036,1036,,134,902,11827,11827,,2078,9749
,9.4.5,"Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine",TOTAL,61,61,,0,61,64,64,,0,64,60,60,,0,60,94,94,,52,42,46,46,,0,46,96,96,,45,51,44,44,,0,44,115,115,,41,74,54,54,,0,54,296,296,,0,296,287,287,,0,287,316,316,,0,316,1533,1533,,138,1395
,9.4.6,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine,TOTAL,932,932,,228,704,819,819,,188,631,1037,1037,,189,848,831,831,,153,678,714,714,,180,534,485,485,,81,404,805,805,,113,692,696,696,,131,565,862,862,,103,759,726,726,,90,636,672,672,,88,584,923,923,,68,855,9502,9502,,1612,7890
,9.5.1,Child immunisation - Typhoid,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,60,60,,52,8,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,60,60,,52,8
,9.5.2,Children more than 5 years received DPT5 (2nd Booster),TOTAL,831,831,,182,649,813,813,,172,641,942,942,,164,778,874,874,,158,716,714,714,,140,574,630,630,,121,509,828,828,,157,671,927,927,,171,756,1148,1148,,152,996,852,852,,81,771,920,920,,92,828,921,921,,82,839,10400,10400,,1672,8728
,9.5.3,Children more than 10 years received TT10,TOTAL,646,646,,144,502,738,738,,151,587,801,801,,126,675,958,958,,155,803,666,666,,113,553,576,576,,87,489,761,761,,104,657,887,887,,111,776,1166,1166,,87,1079,882,882,,90,792,1001,1001,,84,917,994,994,,66,928,10076,10076,,1318,8758
,9.5.4,Children more than 16 years received TT16,TOTAL,623,623,,154,469,646,646,,130,516,741,741,,103,638,861,861,,86,775,654,654,,96,558,596,596,,89,507,832,832,,88,744,751,751,,101,650,1163,1163,,61,1102,738,738,,72,666,879,879,,71,808,1067,1067,,59,1008,9551,9551,,1110,8441
,9.6.1,Number of cases of AEFI - Abscess,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.6.2,Number of cases of AEFI - Death,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.6.3,Number of cases of AEFI - Others,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.7.1,Immunisation sessions planned,TOTAL,1120,1120,,95,1025,1221,1221,,129,1092,1169,1169,,133,1036,1196,1196,,124,1072,1043,1043,,63,980,1049,1049,,68,981,1063,1063,,84,979,1075,1075,,87,988,1040,1040,,55,985,1016,1016,,53,963,1068,1068,,52,1016,1059,1059,,53,1006,13119,13119,,996,12123
,9.7.2,Immunisation sessions held,TOTAL,1106,1106,,93,1013,1213,1213,,128,1085,1155,1155,,133,1022,1185,1185,,120,1065,1001,1001,,54,947,1031,1031,,68,963,1056,1056,,82,974,1069,1069,,87,982,1030,1030,,55,975,1009,1009,,53,956,1063,1063,,52,1011,1045,1045,,52,993,12963,12963,,977,11986
,9.7.3,Number of Immunisation sessions where ASHAs were present,TOTAL,938,938,,65,873,1053,1053,,111,942,959,959,,114,845,972,972,,80,892,865,865,,46,819,854,854,,47,807,879,879,,67,812,851,851,,59,792,879,879,,46,833,846,846,,44,802,848,848,,52,796,862,862,,52,810,10806,10806,,783,10023
,9.8.1,Child immunisation - Vitamin A Dose - 1,TOTAL,1085,1085,,275,810,1003,1003,,211,792,1372,1372,,288,1084,1273,1273,,323,950,900,900,,240,660,677,677,,62,615,955,955,,159,796,830,830,,145,685,915,915,,96,819,768,768,,97,671,776,776,,98,678,935,935,,103,832,11489,11489,,2097,9392
,9.8.2,Child immunisation - Vitamin A Dose - 5,TOTAL,2726,2726,,432,2294,657,657,,129,528,845,845,,171,674,774,774,,165,609,567,567,,168,399,445,445,,61,384,498,498,,105,393,435,435,,97,338,2480,2480,,77,2403,588,588,,63,525,437,437,,73,364,500,500,,64,436,10952,10952,,1605,9347
,9.8.3,Child immunisation - Vitamin A Dose - 9,TOTAL,2038,2038,,387,1651,809,809,,153,656,1015,1015,,131,884,768,768,,116,652,566,566,,121,445,492,492,,70,422,630,630,,80,550,657,657,,111,546,2185,2185,,79,2106,720,720,,63,657,630,630,,68,562,637,637,,58,579,11147,11147,,1437,9710
,9.9,Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),TOTAL,77,77,,0,77,94,94,,19,75,118,118,,25,93,70,70,,0,70,58,58,,0,58,59,59,,0,59,59,59,,0,59,98,98,,0,98,49,49,,0,49,41,41,,0,41,41,41,,0,41,53,53,,0,53,817,817,,44,773
,9.1,Number of children (12-59 months) provided Albendazole,TOTAL,85,85,,0,85,116,116,,0,116,124,124,,0,124,81,81,,0,81,557,557,,0,557,69,69,,0,69,112,112,,16,96,53,53,,0,53,66,66,,0,66,61,61,,0,61,4473,4473,,0,4473,52,52,,0,52,5849,5849,,16,5833
,9.11,Number of severely underweight children provided Health Checkup (0-5 yrs),TOTAL,381,381,,0,381,242,242,,0,242,31,31,,0,31,196,196,,0,196,20,20,,0,20,27,27,,0,27,78,78,,0,78,24,24,,0,24,32,32,,0,32,136,136,,0,136,228,228,,0,228,30,30,,0,30,1425,1425,,0,1425
,10.1,Childhood Diseases - Pneumonia,TOTAL,4,4,,0,4,6,6,,0,6,17,17,,0,17,18,18,,0,18,16,16,,0,16,20,20,,0,20,90,90,,0,90,15,15,,0,15,8,8,,0,8,19,19,,0,19,14,14,,0,14,8,8,,0,8,235,235,,0,235
,10.2,Childhood Diseases - Asthma,TOTAL,1,1,,0,1,1,1,,0,1,16,16,,0,16,18,18,,0,18,31,31,,0,31,21,21,,0,21,38,38,,0,38,29,29,,0,29,14,14,,0,14,36,36,,0,36,20,20,,0,20,26,26,,0,26,251,251,,0,251
,10.3,Childhood Diseases - Sepsis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.4,Childhood Diseases - Diphtheria,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.5,Childhood Diseases - Pertussis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.6,Childhood Diseases - Tetanus Neonatorum,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.7,Childhood Diseases - Tuberculosis (TB),TOTAL,5,5,,3,2,5,5,,0,5,1,1,,0,1,2,2,,0,2,3,3,,0,3,0,0,,0,0,2,2,,0,2,0,0,,0,0,5,5,,0,5,4,4,,0,4,3,3,,0,3,1,1,,0,1,31,31,,3,28
,10.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,10.9,Childhood Diseases - Measles,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,0,1,1,1,,0,1
,10.1,Childhood Diseases - Malaria,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,0,2,3,3,,0,3,4,4,,0,4,5,5,,0,5,2,2,,0,2,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,17,17,,0,17
,10.11,Childhood Diseases - Diarrhoea,TOTAL,395,395,,12,383,330,330,,9,321,394,394,,15,379,363,363,,0,363,325,325,,0,325,310,310,,0,310,261,261,,0,261,248,248,,0,248,186,186,,0,186,273,273,,0,273,270,270,,0,270,262,262,,0,262,3617,3617,,36,3581
,10.12,Childhood Diseases - Diarrhoea treated in Inpatients,TOTAL,79,79,,0,79,101,101,,0,101,77,77,,0,77,171,171,,0,171,158,158,,0,158,177,177,,0,177,109,109,,0,109,150,150,,0,150,103,103,,0,103,109,109,,0,109,120,120,,0,120,131,131,,0,131,1485,1485,,0,1485
,10.13,Children admitted with upper respiratory infections,TOTAL,16,16,,0,16,13,13,,0,13,19,19,,0,19,10,10,,0,10,7,7,,0,7,2,2,,0,2,8,8,,0,8,4,4,,0,4,6,6,,0,6,23,23,,0,23,8,8,,0,8,4,4,,0,4,120,120,,0,120
,10.14,Childhood Diseases - Severe Acute Malnutrition (SAM),TOTAL,12,12,,0,12,15,15,,0,15,16,16,,0,16,20,20,,0,20,18,18,,0,18,49,49,,0,49,41,41,,0,41,24,24,,0,24,34,34,,0,34,43,43,,0,43,30,30,,0,30,60,60,,0,60,362,362,,0,362
,11.1.1.a,Total Blood Smears Examined for Malaria,TOTAL,3681,3681,,0,3681,3347,3347,,0,3347,4009,4009,,0,4009,5372,5372,,9,5363,5227,5227,,2,5225,7058,7058,,0,7058,6849,6849,,26,6823,4868,4868,,5,4863,4121,4121,,3,4118,3414,3414,,5,3409,5272,5272,,4,5268,5122,5122,,1,5121,58340,58340,,55,58285
,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,TOTAL,2,2,,0,2,2,2,,0,2,0,0,,0,0,1,1,,0,1,5,5,,0,5,3,3,,0,3,0,0,,0,0,0,0,,0,0,1,1,,0,1,36,36,,0,36,0,0,,0,0,0,0,,0,0,50,50,,0,50
,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,TOTAL,2,2,,0,2,2,2,,0,2,3,3,,0,3,6,6,,0,6,5,5,,0,5,8,8,,0,8,2,2,,0,2,1,1,,0,1,6,6,,0,6,1,1,,0,1,0,0,,0,0,0,0,,0,0,36,36,,0,36
,11.1.2.a,RDT conducted for Malaria,TOTAL,2665,2665,,0,2665,1698,1698,,0,1698,2133,2133,,0,2133,2486,2486,,0,2486,2486,2486,,0,2486,3323,3323,,0,3323,2344,2344,,0,2344,2507,2507,,0,2507,2084,2084,,0,2084,1882,1882,,0,1882,1915,1915,,0,1915,1958,1958,,0,1958,27481,27481,,0,27481
,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,8,8,,0,8,4,4,,0,4,2,2,,0,2,5,5,,0,5,7,7,,0,7,4,4,,0,4,8,8,,0,8,2,2,,0,2,3,3,,0,3,1,1,,0,1,1,1,,0,1,2,2,,0,2,47,47,,0,47
,11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,2,2,,0,2,1,1,,0,1,1,1,,0,1,6,6,,0,6,1,1,,0,1,5,5,,0,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,16,16,,0,16
,11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,11.2.2,Kala Azar Positive Cases,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
